t x v M dripped?
0 0 0 0.01 0
0.166193 0.19 0.950446 0.0935617 1
0.213196 0.19 1.17266 0.0949634 1
0.26655 0.19 0.98488 0.0939503 1
0.313972 0.19 1.14019 0.0946613 1
0.36641 0.19 1.02427 0.0940441 1
0.415179 0.19 1.12073 0.0944839 1
0.467103 0.19 1.04704 0.0941183 1
0.482103 0.156873 0.872333 0.077024 0
0.516637 0.19 1.10678 0.0943875 1
0.568141 0.19 1.06086 0.0941674 1
0.618142 0.19 1.09756 0.0943332 1
0.669356 0.19 1.06917 0.0941997 1
0.719637 0.19 1.09168 0.0943018 1
0.770662 0.19 1.0742 0.0942204 1
0.82111 0.19 1.08799 0.0942832 1
0.872015 0.19 1.07724 0.0942335 1
0.922566 0.19 1.0857 0.0942721 1
0.947566 0.164441 0.913356 0.0812544 0
0.973396 0.19 1.0791 0.0942416 1
1.02401 0.19 1.08428 0.0942654 1
1.07479 0.19 1.08023 0.0942467 1
1.12544 0.19 1.08341 0.0942613 1
1.17619 0.19 1.08092 0.0942498 1
1.22687 0.19 1.08287 0.0942588 1
1.2776 0.19 1.08134 0.0942517 1
1.32829 0.19 1.08254 0.0942572 1
1.37902 0.19 1.0816 0.0942529 1
1.40902 0.169156 0.932047 0.0838509 0
1.42971 0.19 1.08234 0.0942563 1
1.48043 0.19 1.08176 0.0942537 1
1.53113 0.19 1.08221 0.0942557 1
1.58185 0.19 1.08186 0.0942541 1
1.63255 0.19 1.08214 0.0942554 1
1.68326 0.19 1.08192 0.0942544 1
1.73397 0.19 1.08209 0.0942552 1
1.78468 0.19 1.08196 0.0942546 1
1.83538 0.19 1.08206 0.094255 1
1.87038 0.173884 0.965414 0.0863556 0
1.8861 0.19 1.08198 0.0942547 1
1.9368 0.19 1.08204 0.0942549 1
1.98751 0.19 1.08199 0.0942547 1
2.03822 0.19 1.08203 0.0942549 1
2.08893 0.19 1.082 0.0942548 1
2.13964 0.19 1.08203 0.0942549 1
2.19035 0.19 1.08201 0.0942548 1
2.24105 0.19 1.08202 0.0942548 1
2.29176 0.19 1.08201 0.0942548 1
2.33176 0.178809 1.00438 0.0888706 0
2.34247 0.19 1.08202 0.0942548 1
2.39318 0.19 1.08201 0.0942548 1
2.44389 0.19 1.08202 0.0942548 1
2.4946 0.19 1.08201 0.0942548 1
2.54531 0.19 1.08202 0.0942548 1
2.59601 0.19 1.08201 0.0942548 1
2.64672 0.19 1.08202 0.0942548 1
2.69743 0.19 1.08201 0.0942548 1
2.74814 0.19 1.08202 0.0942548 1
2.79314 0.183929 1.0434 0.0913845 0
2.79885 0.19 1.08201 0.0942548 1
2.84956 0.19 1.08201 0.0942548 1
2.90027 0.19 1.08201 0.0942548 1
2.95097 0.19 1.08201 0.0942548 1
3.00168 0.19 1.08201 0.0942548 1
3.05239 0.19 1.08201 0.0942548 1
3.1031 0.19 1.08201 0.0942548 1
3.15381 0.19 1.08201 0.0942548 1
3.20452 0.19 1.08201 0.0942548 1
3.25452 0.189235 1.07775 0.0938985 0
3.25523 0.19 1.08201 0.0942548 1
3.30593 0.19 1.08201 0.0942548 1
3.35664 0.19 1.08201 0.0942548 1
3.40735 0.19 1.08201 0.0942548 1
3.45806 0.19 1.08201 0.0942548 1
3.50877 0.19 1.08201 0.0942548 1
3.55948 0.19 1.08201 0.0942548 1
3.61019 0.19 1.08201 0.0942548 1
3.66089 0.19 1.08201 0.0942548 1
3.71589 0.194693 1.10391 0.0964125 0
3.7116 0.19 1.08201 0.0942548 1
3.76231 0.19 1.08201 0.0942548 1
3.81302 0.19 1.08201 0.0942548 1
3.86373 0.19 1.08201 0.0942548 1
3.91444 0.19 1.08201 0.0942548 1
3.96515 0.19 1.08201 0.0942548 1
4.01585 0.19 1.08201 0.0942548 1
4.06656 0.19 1.08201 0.0942548 1
4.11727 0.19 1.08201 0.0942548 1
4.16798 0.19 1.08201 0.0942548 1
4.17298 0.145846 1.01353 0.0712725 0
4.21869 0.19 1.08201 0.0942548 1
4.2694 0.19 1.08201 0.0942548 1
4.32011 0.19 1.08201 0.0942548 1
4.37081 0.19 1.08201 0.0942548 1
4.42152 0.19 1.08201 0.0942548 1
4.47223 0.19 1.08201 0.0942548 1
4.52294 0.19 1.08201 0.0942548 1
4.57365 0.19 1.08201 0.0942548 1
4.62436 0.19 1.08201 0.0942548 1
4.63436 0.150767 0.957741 0.0737865 0
4.67507 0.19 1.08201 0.0942548 1
4.72577 0.19 1.08201 0.0942548 1
4.77648 0.19 1.08201 0.0942548 1
4.82719 0.19 1.08201 0.0942548 1
4.8779 0.19 1.08201 0.0942548 1
4.92861 0.19 1.08201 0.0942548 1
4.97932 0.19 1.08201 0.0942548 1
5.03003 0.19 1.08201 0.0942548 1
5.08073 0.19 1.08201 0.0942548 1
5.09573 0.155455 0.920939 0.0763005 0
5.13144 0.19 1.08201 0.0942548 1
5.18215 0.19 1.08201 0.0942548 1
5.23286 0.19 1.08201 0.0942548 1
5.28357 0.19 1.08201 0.0942548 1
5.33428 0.19 1.08201 0.0942548 1
5.38499 0.19 1.08201 0.0942548 1
5.43569 0.19 1.08201 0.0942548 1
5.4864 0.19 1.08201 0.0942548 1
5.53711 0.19 1.08201 0.0942548 1
5.55711 0.160012 0.90552 0.0788145 0
5.58782 0.19 1.08201 0.0942548 1
5.63853 0.19 1.08201 0.0942548 1
5.68924 0.19 1.08201 0.0942548 1
5.73995 0.19 1.08201 0.0942548 1
5.79065 0.19 1.08201 0.0942548 1
5.84136 0.19 1.08201 0.0942548 1
5.89207 0.19 1.08201 0.0942548 1
5.94278 0.19 1.08201 0.0942548 1
5.99349 0.19 1.08201 0.0942548 1
6.01849 0.164544 0.910466 0.0813285 0
6.0442 0.19 1.08201 0.0942548 1
6.09491 0.19 1.08201 0.0942548 1
6.14561 0.19 1.08201 0.0942548 1
6.19632 0.19 1.08201 0.0942548 1
6.24703 0.19 1.08201 0.0942548 1
6.29774 0.19 1.08201 0.0942548 1
6.34845 0.19 1.08201 0.0942548 1
6.39916 0.19 1.08201 0.0942548 1
6.44987 0.19 1.08201 0.0942548 1
6.47987 0.169145 0.932171 0.0838425 0
6.50058 0.19 1.08201 0.0942548 1
6.55128 0.19 1.08201 0.0942548 1
6.60199 0.19 1.08201 0.0942548 1
6.6527 0.19 1.08201 0.0942548 1
6.70341 0.19 1.08201 0.0942548 1
6.75412 0.19 1.08201 0.0942548 1
6.80483 0.19 1.08201 0.0942548 1
6.85554 0.19 1.08201 0.0942548 1
6.90624 0.19 1.08201 0.0942548 1
6.94124 0.173885 0.965421 0.0863565 0
6.95695 0.19 1.08201 0.0942548 1
7.00766 0.19 1.08201 0.0942548 1
7.05837 0.19 1.08201 0.0942548 1
7.10908 0.19 1.08201 0.0942548 1
7.15979 0.19 1.08201 0.0942548 1
7.2105 0.19 1.08201 0.0942548 1
7.2612 0.19 1.08201 0.0942548 1
7.31191 0.19 1.08201 0.0942548 1
7.36262 0.19 1.08201 0.0942548 1
7.40262 0.178809 1.00437 0.0888705 0
7.41333 0.19 1.08201 0.0942548 1
7.46404 0.19 1.08201 0.0942548 1
7.51475 0.19 1.08201 0.0942548 1
7.56546 0.19 1.08201 0.0942548 1
7.61616 0.19 1.08201 0.0942548 1
7.66687 0.19 1.08201 0.0942548 1
7.71758 0.19 1.08201 0.0942548 1
7.76829 0.19 1.08201 0.0942548 1
7.819 0.19 1.08201 0.0942548 1
7.864 0.183929 1.0434 0.0913845 0
7.86971 0.19 1.08201 0.0942548 1
7.92042 0.19 1.08201 0.0942548 1
7.97112 0.19 1.08201 0.0942548 1
8.02183 0.19 1.08201 0.0942548 1
8.07254 0.19 1.08201 0.0942548 1
8.12325 0.19 1.08201 0.0942548 1
8.17396 0.19 1.08201 0.0942548 1
8.22467 0.19 1.08201 0.0942548 1
8.27538 0.19 1.08201 0.0942548 1
8.32538 0.189235 1.07775 0.0938985 0
8.32608 0.19 1.08201 0.0942548 1
8.37679 0.19 1.08201 0.0942548 1
8.4275 0.19 1.08201 0.0942548 1
8.47821 0.19 1.08201 0.0942548 1
8.52892 0.19 1.08201 0.0942548 1
8.57963 0.19 1.08201 0.0942548 1
8.63034 0.19 1.08201 0.0942548 1
8.68104 0.19 1.08201 0.0942548 1
8.73175 0.19 1.08201 0.0942548 1
8.78675 0.194693 1.10391 0.0964125 0
8.78246 0.19 1.08201 0.0942548 1
8.83317 0.19 1.08201 0.0942548 1
8.88388 0.19 1.08201 0.0942548 1
8.93459 0.19 1.08201 0.0942548 1
8.9853 0.19 1.08201 0.0942548 1
9.036 0.19 1.08201 0.0942548 1
9.08671 0.19 1.08201 0.0942548 1
9.13742 0.19 1.08201 0.0942548 1
9.18813 0.19 1.08201 0.0942548 1
9.23884 0.19 1.08201 0.0942548 1
9.24384 0.145846 1.01353 0.0712725 0
9.28955 0.19 1.08201 0.0942548 1
9.34026 0.19 1.08201 0.0942548 1
9.39096 0.19 1.08201 0.0942548 1
9.44167 0.19 1.08201 0.0942548 1
9.49238 0.19 1.08201 0.0942548 1
9.54309 0.19 1.08201 0.0942548 1
9.5938 0.19 1.08201 0.0942548 1
9.64451 0.19 1.08201 0.0942548 1
9.69522 0.19 1.08201 0.0942548 1
9.70522 0.150767 0.957741 0.0737865 0
9.74592 0.19 1.08201 0.0942548 1
9.79663 0.19 1.08201 0.0942548 1
9.84734 0.19 1.08201 0.0942548 1
9.89805 0.19 1.08201 0.0942548 1
9.94876 0.19 1.08201 0.0942548 1
