t x v M dripped?
0 0 0 0.01 0
0.167154 0.19 0.946529 0.0936104 1
0.214094 0.19 1.16435 0.0949386 1
0.267379 0.19 0.984757 0.0939563 1
0.314989 0.19 1.13342 0.0946399 1
0.367428 0.19 1.02284 0.094053 1
0.416341 0.19 1.11417 0.0944692 1
0.46826 0.19 1.04487 0.0941255 1
0.48326 0.15696 0.868314 0.0770413 0
0.517919 0.19 1.10065 0.0943774 1
0.569428 0.19 1.05804 0.0941731 1
0.619533 0.19 1.09186 0.0943262 1
0.670763 0.19 1.06587 0.0942038 1
0.721134 0.19 1.08632 0.0942969 1
0.772185 0.19 1.07053 0.0942233 1
0.822712 0.19 1.0829 0.0942798 1
0.873651 0.19 1.07332 0.0942354 1
0.924272 0.19 1.08081 0.0942697 1
0.949272 0.164559 0.905403 0.0813028 0
0.975141 0.19 1.075 0.0942428 1
1.02582 0.19 1.07953 0.0942636 1
1.07665 0.19 1.07601 0.0942474 1
1.12736 0.19 1.07875 0.09426 1
1.17816 0.19 1.07662 0.0942501 1
1.22889 0.19 1.07828 0.0942578 1
1.27968 0.19 1.07699 0.0942518 1
1.33042 0.19 1.078 0.0942564 1
1.38119 0.19 1.07722 0.0942528 1
1.41119 0.169223 0.924731 0.0838762 0
1.43195 0.19 1.07782 0.0942556 1
1.48272 0.19 1.07735 0.0942535 1
1.53347 0.19 1.07772 0.0942552 1
1.58424 0.19 1.07743 0.0942538 1
1.635 0.19 1.07766 0.0942549 1
1.68576 0.19 1.07748 0.0942541 1
1.73652 0.19 1.07762 0.0942547 1
1.78729 0.19 1.07751 0.0942542 1
1.83805 0.19 1.07759 0.0942546 1
1.87305 0.173918 0.958579 0.0863695 0
1.88881 0.19 1.07753 0.0942543 1
1.93957 0.19 1.07758 0.0942545 1
1.99033 0.19 1.07754 0.0942543 1
2.04109 0.19 1.07757 0.0942545 1
2.09186 0.19 1.07755 0.0942544 1
2.14262 0.19 1.07757 0.0942544 1
2.19338 0.19 1.07755 0.0942544 1
2.24414 0.19 1.07756 0.0942544 1
2.29491 0.19 1.07755 0.0942544 1
2.33491 0.17881 0.998183 0.0888713 0
2.34567 0.19 1.07756 0.0942544 1
2.39643 0.19 1.07756 0.0942544 1
2.44719 0.19 1.07756 0.0942544 1
2.49795 0.19 1.07756 0.0942544 1
2.54872 0.19 1.07756 0.0942544 1
2.59948 0.19 1.07756 0.0942544 1
2.65024 0.19 1.07756 0.0942544 1
2.701 0.19 1.07756 0.0942544 1
2.75176 0.19 1.07756 0.0942544 1
2.79676 0.183901 1.0379 0.0913722 0
2.80253 0.19 1.07756 0.0942544 1
2.85329 0.19 1.07756 0.0942544 1
2.90405 0.19 1.07756 0.0942544 1
2.95481 0.19 1.07756 0.0942544 1
3.00557 0.19 1.07756 0.0942544 1
3.05634 0.19 1.07756 0.0942544 1
3.1071 0.19 1.07756 0.0942544 1
3.15786 0.19 1.07756 0.0942544 1
3.20862 0.19 1.07756 0.0942544 1
3.25862 0.189181 1.07289 0.0938732 0
3.25938 0.19 1.07756 0.0942544 1
3.31015 0.19 1.07756 0.0942544 1
3.36091 0.19 1.07756 0.0942544 1
3.41167 0.19 1.07756 0.0942544 1
3.46243 0.19 1.07756 0.0942544 1
3.51319 0.19 1.07756 0.0942544 1
3.56396 0.19 1.07756 0.0942544 1
3.61472 0.19 1.07756 0.0942544 1
3.66548 0.19 1.07756 0.0942544 1
3.72048 0.194616 1.09958 0.0963742 0
3.71624 0.19 1.07756 0.0942544 1
3.767 0.19 1.07756 0.0942544 1
3.81777 0.19 1.07756 0.0942544 1
3.86853 0.19 1.07756 0.0942544 1
3.91929 0.19 1.07756 0.0942544 1
3.97005 0.19 1.07756 0.0942544 1
4.02081 0.19 1.07756 0.0942544 1
4.07158 0.19 1.07756 0.0942544 1
4.12234 0.19 1.07756 0.0942544 1
4.1731 0.19 1.07756 0.0942544 1
4.1781 0.146092 1.00799 0.0713642 0
4.22386 0.19 1.07756 0.0942544 1
4.27462 0.19 1.07756 0.0942544 1
4.32539 0.19 1.07756 0.0942544 1
4.37615 0.19 1.07756 0.0942544 1
4.42691 0.19 1.07756 0.0942544 1
4.47767 0.19 1.07756 0.0942544 1
4.52843 0.19 1.07756 0.0942544 1
4.5792 0.19 1.07756 0.0942544 1
4.62996 0.19 1.07756 0.0942544 1
4.63996 0.150983 0.951253 0.0738652 0
4.68072 0.19 1.07756 0.0942544 1
4.73148 0.19 1.07756 0.0942544 1
4.78224 0.19 1.07756 0.0942544 1
4.83301 0.19 1.07756 0.0942544 1
4.88377 0.19 1.07756 0.0942544 1
4.93453 0.19 1.07756 0.0942544 1
4.98529 0.19 1.07756 0.0942544 1
5.03605 0.19 1.07756 0.0942544 1
5.08682 0.19 1.07756 0.0942544 1
5.10182 0.155637 0.913752 0.0763662 0
5.13758 0.19 1.07756 0.0942544 1
5.18834 0.19 1.07756 0.0942544 1
5.2391 0.19 1.07756 0.0942544 1
5.28986 0.19 1.07756 0.0942544 1
5.34063 0.19 1.07756 0.0942544 1
5.39139 0.19 1.07756 0.0942544 1
5.44215 0.19 1.07756 0.0942544 1
5.49291 0.19 1.07756 0.0942544 1
5.54367 0.19 1.07756 0.0942544 1
5.56367 0.160157 0.897957 0.0788672 0
5.59444 0.19 1.07756 0.0942544 1
5.6452 0.19 1.07756 0.0942544 1
5.69596 0.19 1.07756 0.0942544 1
5.74672 0.19 1.07756 0.0942544 1
5.79748 0.19 1.07756 0.0942544 1
5.84825 0.19 1.07756 0.0942544 1
5.89901 0.19 1.07756 0.0942544 1
5.94977 0.19 1.07756 0.0942544 1
6.00053 0.19 1.07756 0.0942544 1
6.02553 0.164651 0.902864 0.0813682 0
6.05129 0.19 1.07756 0.0942544 1
6.10206 0.19 1.07756 0.0942544 1
6.15282 0.19 1.07756 0.0942544 1
6.20358 0.19 1.07756 0.0942544 1
6.25434 0.19 1.07756 0.0942544 1
6.3051 0.19 1.07756 0.0942544 1
6.35587 0.19 1.07756 0.0942544 1
6.40663 0.19 1.07756 0.0942544 1
6.45739 0.19 1.07756 0.0942544 1
6.48739 0.169214 0.924833 0.0838692 0
6.50815 0.19 1.07756 0.0942544 1
6.55891 0.19 1.07756 0.0942544 1
6.60968 0.19 1.07756 0.0942544 1
6.66044 0.19 1.07756 0.0942544 1
6.7112 0.19 1.07756 0.0942544 1
6.76196 0.19 1.07756 0.0942544 1
6.81273 0.19 1.07756 0.0942544 1
6.86349 0.19 1.07756 0.0942544 1
6.91425 0.19 1.07756 0.0942544 1
6.94925 0.173919 0.958584 0.0863702 0
6.96501 0.19 1.07756 0.0942544 1
7.01577 0.19 1.07756 0.0942544 1
7.06654 0.19 1.07756 0.0942544 1
7.1173 0.19 1.07756 0.0942544 1
7.16806 0.19 1.07756 0.0942544 1
7.21882 0.19 1.07756 0.0942544 1
7.26958 0.19 1.07756 0.0942544 1
7.32035 0.19 1.07756 0.0942544 1
7.37111 0.19 1.07756 0.0942544 1
7.41111 0.17881 0.998181 0.0888712 0
7.42187 0.19 1.07756 0.0942544 1
7.47263 0.19 1.07756 0.0942544 1
7.52339 0.19 1.07756 0.0942544 1
7.57416 0.19 1.07756 0.0942544 1
7.62492 0.19 1.07756 0.0942544 1
7.67568 0.19 1.07756 0.0942544 1
7.72644 0.19 1.07756 0.0942544 1
7.7772 0.19 1.07756 0.0942544 1
7.82797 0.19 1.07756 0.0942544 1
7.87297 0.183901 1.0379 0.0913722 0
7.87873 0.19 1.07756 0.0942544 1
7.92949 0.19 1.07756 0.0942544 1
7.98025 0.19 1.07756 0.0942544 1
8.03101 0.19 1.07756 0.0942544 1
8.08178 0.19 1.07756 0.0942544 1
8.13254 0.19 1.07756 0.0942544 1
8.1833 0.19 1.07756 0.0942544 1
8.23406 0.19 1.07756 0.0942544 1
8.28482 0.19 1.07756 0.0942544 1
8.33482 0.189181 1.07289 0.0938732 0
8.33559 0.19 1.07756 0.0942544 1
8.38635 0.19 1.07756 0.0942544 1
8.43711 0.19 1.07756 0.0942544 1
8.48787 0.19 1.07756 0.0942544 1
8.53863 0.19 1.07756 0.0942544 1
8.5894 0.19 1.07756 0.0942544 1
8.64016 0.19 1.07756 0.0942544 1
8.69092 0.19 1.07756 0.0942544 1
8.74168 0.19 1.07756 0.0942544 1
8.79668 0.194616 1.09958 0.0963742 0
8.79244 0.19 1.07756 0.0942544 1
8.84321 0.19 1.07756 0.0942544 1
8.89397 0.19 1.07756 0.0942544 1
8.94473 0.19 1.07756 0.0942544 1
8.99549 0.19 1.07756 0.0942544 1
9.04625 0.19 1.07756 0.0942544 1
9.09702 0.19 1.07756 0.0942544 1
9.14778 0.19 1.07756 0.0942544 1
9.19854 0.19 1.07756 0.0942544 1
9.2493 0.19 1.07756 0.0942544 1
9.2543 0.146092 1.00799 0.0713642 0
9.30006 0.19 1.07756 0.0942544 1
9.35083 0.19 1.07756 0.0942544 1
9.40159 0.19 1.07756 0.0942544 1
9.45235 0.19 1.07756 0.0942544 1
9.50311 0.19 1.07756 0.0942544 1
9.55387 0.19 1.07756 0.0942544 1
9.60464 0.19 1.07756 0.0942544 1
9.6554 0.19 1.07756 0.0942544 1
9.70616 0.19 1.07756 0.0942544 1
9.71616 0.150983 0.951253 0.0738652 0
9.75692 0.19 1.07756 0.0942544 1
9.80768 0.19 1.07756 0.0942544 1
9.85845 0.19 1.07756 0.0942544 1
9.90921 0.19 1.07756 0.0942544 1
9.95997 0.19 1.07756 0.0942544 1
10.0107 0.19 1.07756 0.0942544 1
10.0615 0.19 1.07756 0.0942544 1
10.1123 0.19 1.07756 0.0942544 1
10.163 0.19 1.07756 0.0942544 1
10.178 0.155637 0.913752 0.0763662 0
10.2138 0.19 1.07756 0.0942544 1
10.2645 0.19 1.07756 0.0942544 1
10.3153 0.19 1.07756 0.0942544 1
10.3661 0.19 1.07756 0.0942544 1
10.4168 0.19 1.07756 0.0942544 1
10.4676 0.19 1.07756 0.0942544 1
10.5184 0.19 1.07756 0.0942544 1
10.5691 0.19 1.07756 0.0942544 1
10.6199 0.19 1.07756 0.0942544 1
10.6399 0.160157 0.897957 0.0788672 0
10.6706 0.19 1.07756 0.0942544 1
10.7214 0.19 1.07756 0.0942544 1
10.7722 0.19 1.07756 0.0942544 1
10.8229 0.19 1.07756 0.0942544 1
10.8737 0.19 1.07756 0.0942544 1
10.9244 0.19 1.07756 0.0942544 1
10.9752 0.19 1.07756 0.0942544 1
11.026 0.19 1.07756 0.0942544 1
11.0767 0.19 1.07756 0.0942544 1
11.1017 0.164651 0.902864 0.0813682 0
11.1275 0.19 1.07756 0.0942544 1
11.1783 0.19 1.07756 0.0942544 1
11.229 0.19 1.07756 0.0942544 1
11.2798 0.19 1.07756 0.0942544 1
11.3305 0.19 1.07756 0.0942544 1
11.3813 0.19 1.07756 0.0942544 1
11.4321 0.19 1.07756 0.0942544 1
11.4828 0.19 1.07756 0.0942544 1
11.5336 0.19 1.07756 0.0942544 1
11.5636 0.169214 0.924833 0.0838692 0
11.5844 0.19 1.07756 0.0942544 1
11.6351 0.19 1.07756 0.0942544 1
11.6859 0.19 1.07756 0.0942544 1
11.7366 0.19 1.07756 0.0942544 1
11.7874 0.19 1.07756 0.0942544 1
11.8382 0.19 1.07756 0.0942544 1
11.8889 0.19 1.07756 0.0942544 1
11.9397 0.19 1.07756 0.0942544 1
11.9905 0.19 1.07756 0.0942544 1
12.0255 0.173919 0.958584 0.0863702 0
12.0412 0.19 1.07756 0.0942544 1
12.092 0.19 1.07756 0.0942544 1
12.1427 0.19 1.07756 0.0942544 1
12.1935 0.19 1.07756 0.0942544 1
12.2443 0.19 1.07756 0.0942544 1
12.295 0.19 1.07756 0.0942544 1
12.3458 0.19 1.07756 0.0942544 1
12.3965 0.19 1.07756 0.0942544 1
12.4473 0.19 1.07756 0.0942544 1
12.4873 0.17881 0.998181 0.0888712 0
