t x v M dripped?
0 0 0 0.01 0
0.166635 0.19 0.948531 0.0935843 1
0.213605 0.19 1.16884 0.0949525 1
0.266927 0.19 0.984785 0.0939528 1
0.314435 0.19 1.13709 0.0946516 1
0.366873 0.19 1.02359 0.0940481 1
0.415709 0.19 1.11772 0.0944772 1
0.46763 0.19 1.04603 0.0941216 1
0.48263 0.156913 0.870467 0.0770321 0
0.517221 0.19 1.10395 0.0943829 1
0.568728 0.19 1.05956 0.09417 1
0.618777 0.19 1.09493 0.09433 1
0.669998 0.19 1.06765 0.0942016 1
0.72032 0.19 1.0892 0.0942995 1
0.771357 0.19 1.07251 0.0942217 1
0.821842 0.19 1.08564 0.0942816 1
0.872763 0.19 1.07544 0.0942344 1
0.923346 0.19 1.08344 0.094271 1
0.948346 0.164495 0.90968 0.0812768 0
0.974194 0.19 1.07721 0.0942422 1
1.02484 0.19 1.08208 0.0942645 1
1.07564 0.19 1.07829 0.094247 1
1.12632 0.19 1.08126 0.0942607 1
1.17709 0.19 1.07894 0.09425 1
1.22779 0.19 1.08075 0.0942583 1
1.27855 0.19 1.07934 0.0942518 1
1.32926 0.19 1.08044 0.0942569 1
1.38001 0.19 1.07958 0.0942529 1
1.41001 0.169187 0.92867 0.0838625 0
1.43073 0.19 1.08025 0.094256 1
1.48148 0.19 1.07973 0.0942536 1
1.5322 0.19 1.08014 0.0942555 1
1.58294 0.19 1.07982 0.094254 1
1.63367 0.19 1.08007 0.0942551 1
1.68441 0.19 1.07987 0.0942542 1
1.73514 0.19 1.08002 0.0942549 1
1.78587 0.19 1.07991 0.0942544 1
1.8366 0.19 1.08 0.0942548 1
1.8716 0.1739 0.96226 0.0863621 0
1.88734 0.19 1.07993 0.0942545 1
1.93807 0.19 1.07998 0.0942548 1
1.9888 0.19 1.07994 0.0942545 1
2.03954 0.19 1.07997 0.0942547 1
2.09027 0.19 1.07995 0.0942546 1
2.141 0.19 1.07997 0.0942547 1
2.19174 0.19 1.07995 0.0942546 1
2.24247 0.19 1.07996 0.0942547 1
2.2932 0.19 1.07995 0.0942546 1
2.3332 0.178809 1.00152 0.088871 0
2.34394 0.19 1.07996 0.0942547 1
2.39467 0.19 1.07995 0.0942546 1
2.4454 0.19 1.07996 0.0942546 1
2.49614 0.19 1.07996 0.0942546 1
2.54687 0.19 1.07996 0.0942546 1
2.5976 0.19 1.07996 0.0942546 1
2.64834 0.19 1.07996 0.0942546 1
2.69907 0.19 1.07996 0.0942546 1
2.7498 0.19 1.07996 0.0942546 1
2.7948 0.183916 1.04086 0.0913789 0
2.80053 0.19 1.07996 0.0942546 1
2.85127 0.19 1.07996 0.0942546 1
2.902 0.19 1.07996 0.0942546 1
2.95273 0.19 1.07996 0.0942546 1
3.00347 0.19 1.07996 0.0942546 1
3.0542 0.19 1.07996 0.0942546 1
3.10493 0.19 1.07996 0.0942546 1
3.15567 0.19 1.07996 0.0942546 1
3.2064 0.19 1.07996 0.0942546 1
3.2564 0.18921 1.0755 0.0938869 0
3.25713 0.19 1.07996 0.0942546 1
3.30787 0.19 1.07996 0.0942546 1
3.3586 0.19 1.07996 0.0942546 1
3.40933 0.19 1.07996 0.0942546 1
3.46007 0.19 1.07996 0.0942546 1
3.5108 0.19 1.07996 0.0942546 1
3.56153 0.19 1.07996 0.0942546 1
3.61227 0.19 1.07996 0.0942546 1
3.663 0.19 1.07996 0.0942546 1
3.718 0.194657 1.10191 0.0963949 0
3.71373 0.19 1.07996 0.0942546 1
3.76446 0.19 1.07996 0.0942546 1
3.8152 0.19 1.07996 0.0942546 1
3.86593 0.19 1.07996 0.0942546 1
3.91666 0.19 1.07996 0.0942546 1
3.9674 0.19 1.07996 0.0942546 1
4.01813 0.19 1.07996 0.0942546 1
4.06886 0.19 1.07996 0.0942546 1
4.1196 0.19 1.07996 0.0942546 1
4.17033 0.19 1.07996 0.0942546 1
4.17533 0.145959 1.01097 0.0713149 0
4.22106 0.19 1.07996 0.0942546 1
4.2718 0.19 1.07996 0.0942546 1
4.32253 0.19 1.07996 0.0942546 1
4.37326 0.19 1.07996 0.0942546 1
4.424 0.19 1.07996 0.0942546 1
4.47473 0.19 1.07996 0.0942546 1
4.52546 0.19 1.07996 0.0942546 1
4.5762 0.19 1.07996 0.0942546 1
4.62693 0.19 1.07996 0.0942546 1
4.63693 0.150867 0.954744 0.0738229 0
4.67766 0.19 1.07996 0.0942546 1
4.72839 0.19 1.07996 0.0942546 1
4.77913 0.19 1.07996 0.0942546 1
4.82986 0.19 1.07996 0.0942546 1
