t x v M dripped?
0 0 0 0.01 0
0.166561 0.19 0.948837 0.0935805 1
0.213536 0.19 1.16948 0.0949544 1
0.266864 0.19 0.984796 0.0939524 1
0.314357 0.19 1.13761 0.0946532 1
0.366795 0.19 1.0237 0.0940475 1
0.415619 0.19 1.11822 0.0944783 1
0.467542 0.19 1.04619 0.094121 1
0.482542 0.156907 0.870776 0.0770308 0
0.517123 0.19 1.10442 0.0943836 1
0.568629 0.19 1.05977 0.0941696 1
0.61867 0.19 1.09537 0.0943305 1
0.66989 0.19 1.06791 0.0942013 1
0.720206 0.19 1.08962 0.0942999 1
0.77124 0.19 1.07279 0.0942215 1
0.821719 0.19 1.08603 0.0942819 1
0.872637 0.19 1.07574 0.0942342 1
0.923215 0.19 1.08381 0.0942711 1
0.948215 0.164486 0.910292 0.0812731 0
0.97406 0.19 1.07752 0.0942421 1
1.0247 0.19 1.08245 0.0942647 1
1.0755 0.19 1.07861 0.094247 1
1.12617 0.19 1.08161 0.0942608 1
1.17694 0.19 1.07927 0.09425 1
1.22764 0.19 1.0811 0.0942584 1
1.27839 0.19 1.07967 0.0942518 1
1.3291 0.19 1.08079 0.0942569 1
1.37985 0.19 1.07992 0.0942529 1
1.40985 0.169181 0.929233 0.0838606 0
1.43056 0.19 1.0806 0.094256 1
1.4813 0.19 1.08007 0.0942536 1
1.53202 0.19 1.08048 0.0942555 1
1.58276 0.19 1.08016 0.094254 1
1.63348 0.19 1.08041 0.0942552 1
1.68421 0.19 1.08021 0.0942543 1
1.73494 0.19 1.08037 0.094255 1
1.78567 0.19 1.08025 0.0942544 1
1.8364 0.19 1.08034 0.0942549 1
1.8714 0.173897 0.962785 0.086361 0
1.88713 0.19 1.08027 0.0942545 1
1.93786 0.19 1.08033 0.0942548 1
1.98859 0.19 1.08028 0.0942546 1
2.03932 0.19 1.08032 0.0942547 1
2.09005 0.19 1.08029 0.0942546 1
2.14077 0.19 1.08031 0.0942547 1
2.1915 0.19 1.08029 0.0942546 1
2.24223 0.19 1.08031 0.0942547 1
2.29296 0.19 1.0803 0.0942546 1
2.33296 0.178809 1.002 0.0888709 0
2.34369 0.19 1.0803 0.0942547 1
2.39442 0.19 1.0803 0.0942547 1
2.44515 0.19 1.0803 0.0942547 1
2.49588 0.19 1.0803 0.0942547 1
2.54661 0.19 1.0803 0.0942547 1
2.59734 0.19 1.0803 0.0942547 1
2.64807 0.19 1.0803 0.0942547 1
2.69879 0.19 1.0803 0.0942547 1
2.74952 0.19 1.0803 0.0942547 1
2.79452 0.183918 1.04129 0.0913798 0
2.80025 0.19 1.0803 0.0942547 1
2.85098 0.19 1.0803 0.0942547 1
2.90171 0.19 1.0803 0.0942547 1
2.95244 0.19 1.0803 0.0942547 1
3.00317 0.19 1.0803 0.0942547 1
3.0539 0.19 1.0803 0.0942547 1
3.10463 0.19 1.0803 0.0942547 1
3.15536 0.19 1.0803 0.0942547 1
3.20608 0.19 1.0803 0.0942547 1
3.25608 0.189214 1.07588 0.0938888 0
3.25681 0.19 1.0803 0.0942547 1
3.30754 0.19 1.0803 0.0942547 1
3.35827 0.19 1.0803 0.0942547 1
3.409 0.19 1.0803 0.0942547 1
3.45973 0.19 1.0803 0.0942547 1
3.51046 0.19 1.0803 0.0942547 1
3.56119 0.19 1.0803 0.0942547 1
3.61192 0.19 1.0803 0.0942547 1
3.66265 0.19 1.0803 0.0942547 1
3.71765 0.194663 1.10225 0.0963978 0
3.71338 0.19 1.0803 0.0942547 1
3.7641 0.19 1.0803 0.0942547 1
3.81483 0.19 1.0803 0.0942547 1
3.86556 0.19 1.0803 0.0942547 1
3.91629 0.19 1.0803 0.0942547 1
3.96702 0.19 1.0803 0.0942547 1
4.01775 0.19 1.0803 0.0942547 1
4.06848 0.19 1.0803 0.0942547 1
4.11921 0.19 1.0803 0.0942547 1
4.16994 0.19 1.0803 0.0942547 1
4.17494 0.14594 1.0114 0.0713078 0
4.22067 0.19 1.0803 0.0942547 1
4.2714 0.19 1.0803 0.0942547 1
4.32212 0.19 1.0803 0.0942547 1
4.37285 0.19 1.0803 0.0942547 1
4.42358 0.19 1.0803 0.0942547 1
4.47431 0.19 1.0803 0.0942547 1
4.52504 0.19 1.0803 0.0942547 1
4.57577 0.19 1.0803 0.0942547 1
4.6265 0.19 1.0803 0.0942547 1
4.6365 0.15085 0.955244 0.0738168 0
4.67723 0.19 1.0803 0.0942547 1
4.72796 0.19 1.0803 0.0942547 1
4.77869 0.19 1.0803 0.0942547 1
4.82941 0.19 1.0803 0.0942547 1
4.88014 0.19 1.0803 0.0942547 1
4.93087 0.19 1.0803 0.0942547 1
4.9816 0.19 1.0803 0.0942547 1
5.03233 0.19 1.0803 0.0942547 1
5.08306 0.19 1.0803 0.0942547 1
5.09806 0.155525 0.918173 0.0763258 0
5.13379 0.19 1.0803 0.0942547 1
5.18452 0.19 1.0803 0.0942547 1
